pack,tier,artist,title,from_movie_show,explicit,plays_in_game,deezer_id,verdict_keep_or_cut,notes
"All-Time Hits","Unlockable","Blues Traveler","Run-Around","","","yes","1168330","",""
"All-Time Hits","Unlockable","Bob Dylan","Hurricane","","YES","no - explicit","15347259","",""
"All-Time Hits","Unlockable","Bob Dylan","Knockin' On Heaven's Door","","","yes","71154320","",""
"All-Time Hits","Unlockable","Bob Dylan","Sign on the Window","","","yes","56890741","",""
"All-Time Hits","Unlockable","Bob Dylan","Tangled up in Blue","","","yes","15188933","",""
"All-Time Hits","Unlockable","Bob Marley & The Wailers","Could You Be Loved","","","yes","2423898","",""
"All-Time Hits","Unlockable","Bob Marley & The Wailers","Jamming","","","yes","2423934","",""
"All-Time Hits","Unlockable","Bob Marley & The Wailers","Three Little Birds","","","yes","2423901","",""
"All-Time Hits","Unlockable","Bob Seger & The Silver Bullet Band","Old Time Rock & Roll","","","yes","89626985","",""
"All-Time Hits","Unlockable","Bob Seger & The Silver Bullet Band","Still The Same","","","yes","89626983","",""
"All-Time Hits","Unlockable","Bobby Brown","Every Little Step","","","yes","921945612","",""
"All-Time Hits","Unlockable","Bobby Brown","My Prerogative","","","yes","1087366","",""
"All-Time Hits","Unlockable","Bobby Brown","On Our Own","","","yes","83939081","",""
"All-Time Hits","Unlockable","Bomfunk MC's","(Crack It) Something Going On (feat. Jessica Folker)","","","yes","13200005","",""
"All-Time Hits","Unlockable","Bon Jovi","Livin' On A Prayer","","","yes","538660022","",""
"All-Time Hits","Unlockable","Bon Jovi","You Give Love A Bad Name","","","yes","7332936","",""
"All-Time Hits","Unlockable","Boney M.","Rasputin","","","yes","364962","",""
"All-Time Hits","Unlockable","Boney M.","Rivers of Babylon","","","yes","968798","",""
"All-Time Hits","Unlockable","Boney M.","Sunny","","","yes","968801","",""
"All-Time Hits","Unlockable","Bonnie Tyler","Holding Out for a Hero (From ""Footloose"" Soundtrack)","","","yes","82299358","",""
"All-Time Hits","Unlockable","Bonnie Tyler","Total Eclipse of the Heart","","","yes","532349","",""
"All-Time Hits","Unlockable","Boston","Don't Look Back","","","yes","5748787","",""
"All-Time Hits","Unlockable","Boston","More Than a Feeling","","","yes","4007095","",""
"All-Time Hits","Unlockable","Boston","Peace of Mind","","","yes","84340027","",""
"All-Time Hits","Unlockable","Boston","Smokin'","","","yes","84340033","",""
"All-Time Hits","Unlockable","Boy Meets Girl","Waiting for a Star to Fall","","","yes","5404589","",""
"All-Time Hits","Unlockable","Boy Meets Girl","Waiting for a Star to Fall","","","yes","542000","",""
"All-Time Hits","Unlockable","Boyz II Men","End Of The Road","","","yes","4109156","",""
"All-Time Hits","Unlockable","Boyz II Men","I'll Make Love To You","","","yes","906609","",""
"All-Time Hits","Unlockable","Boz Scaggs","Lowdown","","","yes","1025093","",""
"All-Time Hits","Unlockable","Brainstorm","Maybe","","","yes","102448558","",""
"All-Time Hits","Unlockable","Bran Van 3000","Drinking in L.A.","","","yes","128237751","",""
"All-Time Hits","Unlockable","Brandy","What About Us?","","","yes","714910","",""
"All-Time Hits","Unlockable","Bread","Everything I Own","","","yes","675098","",""
"All-Time Hits","Unlockable","Bread","If","","","yes","675110","",""
"All-Time Hits","Unlockable","Brian McKnight","Back At One","","","yes","2173612","",""
"All-Time Hits","Unlockable","Britney Spears","(You Drive Me) Crazy","","","yes","540176","",""
"All-Time Hits","Unlockable","Britney Spears","I'm a Slave 4 U","","","yes","540191","",""
"All-Time Hits","Unlockable","Britney Spears","Me Against the Music (feat. Madonna) (LP Version / Video Mix)","","","yes","15392959","",""
"All-Time Hits","Unlockable","Britney Spears","Sometimes","","","yes","540177","",""
"All-Time Hits","Unlockable","Bronski Beat","Smalltown Boy","","","yes","428690122","",""
"All-Time Hits","Unlockable","Brooks & Dunn","Neon Moon","","","yes","969408","",""
"All-Time Hits","Unlockable","Brooks Jefferson","Friends in Low Places","","","yes","97664982","",""
"All-Time Hits","Unlockable","Bros","I Owe You Nothing","","","yes","71732794","",""
"All-Time Hits","Unlockable","Bros","When Will I Be Famous?","","","yes","619346","",""
"All-Time Hits","Unlockable","Bruce Hornsby & The Range","The Way It Is","","","yes","13130295","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Badlands","","","yes","132635410","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Born To Run","","","yes","610577","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Dancing In the Dark","","","yes","15586246","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Glory Days","","","yes","15586215","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Hungry Heart","","","yes","15177141","",""
"All-Time Hits","Unlockable","Bruce Springsteen","I'm On Fire","","","yes","15586369","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Streets of Philadelphia","","","yes","7675471","",""
"All-Time Hits","Unlockable","Bruce Springsteen","Thunder Road","","","yes","552942242","",""
"All-Time Hits","Unlockable","Bruno Mars","Just the Way You Are","","","yes","8011850","",""
"All-Time Hits","Unlockable","Bruno Mars","That's What I Like","","","yes","136336116","",""
"All-Time Hits","Unlockable","Bryan Adams","Run To You","","","yes","2499253","",""
"All-Time Hits","Unlockable","Bryan Adams","Summer Of '69","","","yes","2499247","",""
"All-Time Hits","Unlockable","Bryan Ferry","Don't Stop The Dance","","","yes","3135078","",""
"All-Time Hits","Unlockable","Bryan Ferry","Slave To Love","","","yes","3135077","",""
"All-Time Hits","Unlockable","BTS","Dynamite","","","yes","1053500692","",""
"All-Time Hits","Unlockable","BTS","ON (Feat. Sia)","","","yes","879263702","",""
"All-Time Hits","Unlockable","Buckcherry","Lit Up","","YES","no - explicit","2192282","",""
"All-Time Hits","Unlockable","Bush","Glycerine (2014 Remastered)","","","yes","424502802","",""
"All-Time Hits","Unlockable","Busta Rhymes","I Know What You Want (feat. Flipmode Squad)","","","yes","15220661","",""
"All-Time Hits","Unlockable","Busted","What I Go To School For","","","yes","2192087","",""
"All-Time Hits","Unlockable","C & C Music Factory","Gonna Make You Sweat (Everybody Dance Now)","","","yes","2311029","",""
"All-Time Hits","Unlockable","Cake","Never There","","","yes","969434","",""
"All-Time Hits","Unlockable","Cake","Short Skirt / Long Jacket","","","yes","624991","",""
"All-Time Hits","Unlockable","Cake","The Distance","","","yes","963148","",""
"All-Time Hits","Unlockable","Calvin Harris","I'm Not Alone (Radio Edit)","","","yes","69304060","",""
"All-Time Hits","Unlockable","Cameo","Word Up","","","yes","907924","",""
"All-Time Hits","Unlockable","Camila Cabello","My Oh My (feat. DaBaby)","","","yes","823567772","",""
"All-Time Hits","Unlockable","Candi Staton","Young Hearts Run Free","","","yes","720737","",""
"All-Time Hits","Unlockable","Candlebox","Far Behind","","","yes","4292887","",""
"All-Time Hits","Unlockable","Cardi B","I Like It","","YES","no - explicit","482986842","",""
"All-Time Hits","Unlockable","Cardi B","WAP (feat. Megan Thee Stallion)","","YES","no - explicit","1044791832","",""
"All-Time Hits","Unlockable","Carl Douglas","Kung Fu Fighting","","","yes","131285694","",""
"All-Time Hits","Unlockable","Carly Rae Jepsen","Call Me Maybe","","","yes","16670786","",""
"All-Time Hits","Unlockable","Carly Simon","Coming Around Again (Remastered 2004)","","","yes","598064","",""
"All-Time Hits","Unlockable","Carly Simon","You're So Vain","","","yes","79569274","",""
"All-Time Hits","Unlockable","Carole King","I Feel the Earth Move","","","yes","119819698","",""
"All-Time Hits","Unlockable","Carole King","It's Too Late","","","yes","2947215","",""
"All-Time Hits","Unlockable","Carole King","You've Got a Friend","","","yes","119819710","",""
"All-Time Hits","Unlockable","Carpenters","We've Only Just Begun","","","yes","1126585","",""
"All-Time Hits","Unlockable","Cascada","Everytime We Touch (Radio Edit)","","","yes","1139054","",""
"All-Time Hits","Unlockable","Cass Elliot","Baby I'm Yours (Digitally Remastered)","","","yes","82666484","",""
"All-Time Hits","Unlockable","CeCe Peniston","Finally","","","yes","685830692","",""
"All-Time Hits","Unlockable","CeeLo Green","Forget You","","","yes","7303270","",""
"All-Time Hits","Unlockable","Céline Dion","All By Myself","","","yes","2850969212","",""
"All-Time Hits","Unlockable","Céline Dion","All By Myself","","","yes","714269242","",""
"All-Time Hits","Unlockable","Céline Dion","Because You Loved Me (Theme from ""Up Close and Personal"")","","","yes","14552288","",""
"All-Time Hits","Unlockable","Céline Dion","I'm Alive","","","yes","14552292","",""
"All-Time Hits","Unlockable","Céline Dion","It's All Coming Back to Me Now","","","yes","15637440","",""
"All-Time Hits","Unlockable","Céline Dion","My Heart Will Go On (Love Theme from ""Titanic"")","","","yes","14552280","",""
"All-Time Hits","Unlockable","Céline Dion","That's the Way It Is","","","yes","14552286","",""
"All-Time Hits","Unlockable","Chad Kroeger","Hero (feat. Josey Scott)","","","yes","3866895","",""
"All-Time Hits","Unlockable","Chaka Khan","Ain't Nobody","","","yes","776220","",""
"All-Time Hits","Unlockable","Chaka Khan","I Feel for You","","","yes","685227","",""
"All-Time Hits","Unlockable","Chaka Khan","I'm Every Woman","","","yes","749266","",""
"All-Time Hits","Unlockable","Charile Daniels Band","The Devil Went Down To Georgia","","","yes","75779619","",""
"All-Time Hits","Unlockable","Cheap Trick","Dream Police","","","yes","82325634","",""
"All-Time Hits","Unlockable","Cheap Trick","I Want You to Want Me","","","yes","104760756","",""
"All-Time Hits","Unlockable","Cheap Trick","I Want You to Want Me (Live at Nippon Budokan, Tokyo, JPN - April 1978)","","","yes","611315","",""
"All-Time Hits","Unlockable","Cheap Trick","The Flame","","","yes","611354","",""
"All-Time Hits","Unlockable","Cheap Trick","Voices","","","yes","611349","",""
"All-Time Hits","Unlockable","Cher","Believe","","","yes","786717","",""
"All-Time Hits","Unlockable","Cher","Gypsys, Tramps & Thieves","","","yes","1126803","",""
"All-Time Hits","Unlockable","Cher","If I Could Turn Back Time","","","yes","2307289","",""
"All-Time Hits","Unlockable","Cher","Song for the Lonely","","","yes","5615410","",""
"All-Time Hits","Unlockable","Cher","Strong Enough","","","yes","786748","",""
"All-Time Hits","Unlockable","Cher","The Music's No Good Without You (Almighty Radio Edit)","","","yes","707097","",""
"All-Time Hits","Unlockable","Cherry Poppin' Daddies","Zoot Suit Riot","","","yes","69256670","",""
"All-Time Hits","Unlockable","Cheryl Lynn","Got to Be Real","","","yes","8014760","",""
"All-Time Hits","Unlockable","Chesney Hawkes","The One And Only","","","yes","130195442","",""
"All-Time Hits","Unlockable","Chic","Good Times (2018 Remaster)","","","yes","841929682","",""
"All-Time Hits","Unlockable","Chic","Le Freak (2018 Remaster)","","","yes","589631252","",""
"All-Time Hits","Unlockable","Chicago","25 or 6 to 4 (2002 Remaster)","","","yes","3616289","",""
"All-Time Hits","Unlockable","Chicago","Hard to Say I'm Sorry (2007 Remaster)","","","yes","2680908","",""
"All-Time Hits","Unlockable","Chicago","If You Leave Me Now (Remastered LP Version)","","","yes","765385","",""
"All-Time Hits","Unlockable","Chicago","Saturday in the Park (2002 Remaster)","","","yes","3616297","",""
"All-Time Hits","Unlockable","Chicago","You're the Inspiration (2006 Remaster)","","","yes","674282","",""
"All-Time Hits","Unlockable","Chicane","Don't Give Up","","","yes","6467783","",""
"All-Time Hits","Unlockable","Chris Brown","Go Crazy","","YES","no - explicit","950963452","",""
"All-Time Hits","Unlockable","Chris Brown","Run It! (Featuring Juelz Santana)","","","yes","13140203","",""
"All-Time Hits","Unlockable","Chris de Burgh","The Lady In Red","","","yes","522699602","",""
"All-Time Hits","Unlockable","Chris Isaak","Wicked Game","","","yes","70724542","",""
"All-Time Hits","Unlockable","Chris Isaak","Wicked Game","","","yes","70548334","",""
"All-Time Hits","Unlockable","Christina Aguilera","Come on over Baby (All I Want Is You) (Radio Version)","","","yes","15629723","",""
"All-Time Hits","Unlockable","Christina Aguilera","Genie in a Bottle","","","yes","964342","",""
"All-Time Hits","Unlockable","Christina Aguilera","Lady Marmalade (From ""Moulin Rouge"" Soundtrack)","","","yes","2438245","",""
"All-Time Hits","Unlockable","Christina Aguilera","What a Girl Wants","","","yes","15627387","",""
"All-Time Hits","Unlockable","Christopher Cross","Sailing","","","yes","765424","",""
"All-Time Hits","Unlockable","Chumbawamba","Tubthumping","","","yes","3137092","",""
"All-Time Hits","Unlockable","Chumbawamba","Tubthumping Album Version","","","yes","68024828","",""
"All-Time Hits","Unlockable","Ciara","Goodies (feat. Petey Pablo)","","","yes","13145340","",""
"All-Time Hits","Unlockable","Citizen King","Better Days (And the Bottom Drops Out)","","","yes","6640921","",""
"All-Time Hits","Unlockable","Cliff Richard","Devil Woman (2001 Remaster)","","","yes","3100727","",""
"All-Time Hits","Unlockable","Cliff Richard","We Don't Talk Anymore (2001 Remaster)","","","yes","3142492","",""
"All-Time Hits","Unlockable","Climie Fisher","Love Changes (Everything)","","","yes","3147082","",""
"All-Time Hits","Unlockable","Coldplay","Life in Technicolor ii","","","yes","13444592","",""
"All-Time Hits","Unlockable","Collective Soul","December","","","yes","6523533","",""
"All-Time Hits","Unlockable","Collective Soul","Shine","","","yes","4735504","",""
"All-Time Hits","Unlockable","Collective Soul","The World I Know","","","yes","616357332","",""
"All-Time Hits","Unlockable","Colonel Abrams","Trapped","","","yes","10092873","",""
"All-Time Hits","Unlockable","Commodores","Nightshift","","","yes","1101960","",""
"All-Time Hits","Unlockable","Conan Gray","Heather","","","yes","903771442","",""
"All-Time Hits","Unlockable","Coolio","Gangsta's Paradise","","","yes","409962492","",""
"All-Time Hits","Unlockable","Cornershop","Brimful Of Asha (Norman Cook Remix Single Version)","","","yes","15686804","",""
"All-Time Hits","Unlockable","Corona","The Rhythm of the Night","","","yes","84995457","",""
"All-Time Hits","Unlockable","Counting Crows","A Long December","","","yes","1138001","",""
"All-Time Hits","Unlockable","Counting Crows","Hanginaround","","","yes","78934714","",""
"All-Time Hits","Unlockable","Counting Crows","Mr. Jones","","","yes","1138006","",""
"All-Time Hits","Unlockable","Counting Crows","Round Here","","","yes","1137999","",""
"All-Time Hits","Unlockable","Cowboy Junkies","Sweet Jane","","","yes","13159772","",""
"All-Time Hits","Unlockable","Craig David","Fill Me In","","","yes","2559110","",""
"All-Time Hits","Unlockable","Craig David","Rendezvous","","","yes","143169100","",""
"All-Time Hits","Unlockable","Craig David","Rewind","","","yes","2559123","",""
"All-Time Hits","Unlockable","Craig David","Rise & Fall (feat. Sting)","","","yes","143170316","",""
"All-Time Hits","Unlockable","Crash Test Dummies","Mmm Mmm Mmm Mmm","","","yes","6075100","",""
"All-Time Hits","Unlockable","Creed","Higher","","","yes","80274464","",""
"All-Time Hits","Unlockable","Creed","With Arms Wide Open","","","yes","836186382","",""
"All-Time Hits","Unlockable","Creedence Clearwater Revival","Have You Ever Seen The Rain","","","yes","86391911","",""
"All-Time Hits","Unlockable","Creedence Clearwater Revival","Proud Mary","","","yes","4126459","",""
"All-Time Hits","Unlockable","Creedence Clearwater Revival","Who'll Stop The Rain","","","yes","112839944","",""
"All-Time Hits","Unlockable","Crosby, Stills, Nash & Young","Our House","","","yes","3821908","",""
"All-Time Hits","Unlockable","Crowded House","Don't Dream It's Over","","","yes","133577580","",""
"All-Time Hits","Unlockable","Crowded House","Weather With You","","","yes","135371886","",""
"All-Time Hits","Unlockable","Crystal Waters","Gypsy Woman (She's Homeless) (Basement Boy Strip To The Bone Mix)","","","yes","18050343","",""
"All-Time Hits","Unlockable","Culture Beat","Mr. Vain","","","yes","29794781","",""
"All-Time Hits","Unlockable","Culture Beat","Mr. Vain (Original Radio Edit)","","","yes","17347911","",""
"All-Time Hits","Unlockable","Culture Club","Do You Really Want To Hurt Me (Remastered 2002)","","","yes","3138155","",""
"All-Time Hits","Unlockable","Culture Club","Karma Chameleon (Remastered 2002)","","","yes","3090499","",""
"All-Time Hits","Unlockable","Curtis Mayfield","Move on Up (Single Edit)","","","yes","115195420","",""
"All-Time Hits","Unlockable","Cutting Crew","(I Just) Died In Your Arms","","","yes","84921729","",""
"All-Time Hits","Unlockable","Cyndi Lauper","Girls Just Want to Have Fun","","","yes","76057844","",""
"All-Time Hits","Unlockable","Cyndi Lauper","Time After Time","","","yes","4097332","",""
"All-Time Hits","Unlockable","Cyndi Lauper","True Colors","","","yes","608820","",""
"All-Time Hits","Unlockable","Cypress Hill","Hits from the Bong","","YES","no - explicit","1015879","",""
"All-Time Hits","Unlockable","Cypress Hill","Insane in the Brain","","YES","no - explicit","1015862","",""
"All-Time Hits","Unlockable","Cypress Hill","What's Your Number? (feat. Tim Armstrong)","","YES","no - explicit","565965","",""
"All-Time Hits","Unlockable","D12","My Band","","YES","no - explicit","1102401","",""
"All-Time Hits","Unlockable","D12","Purple Pills","","YES","no - explicit","1126602","",""
"All-Time Hits","Unlockable","DaBaby","ROCKSTAR","","YES","no - explicit","932661672","",""
"All-Time Hits","Unlockable","Daft Punk","Around the World","","","yes","3129775","",""
"All-Time Hits","Unlockable","Daft Punk","Technologic (Radio Edit)","","","yes","3157513","",""
"All-Time Hits","Unlockable","Dan Hartman","I Can Dream About You","","","yes","893027","",""
"All-Time Hits","Unlockable","Daniel Bedingfield","If You're Not The One","","","yes","2298577","",""
"All-Time Hits","Unlockable","Daniel Merriweather","Change (feat. Wale)","","YES","no - explicit","3437910","",""
"All-Time Hits","Unlockable","Daniel Powter","Bad Day","","","yes","6685848","",""
"All-Time Hits","Unlockable","Danny Wilson","Mary's Prayer","","","yes","3362498","",""
"All-Time Hits","Unlockable","Darude","Sandstorm","","","yes","11390027","",""
"All-Time Hits","Unlockable","Daryl Braithwaite","One Summer","","","yes","15852646","",""
"All-Time Hits","Unlockable","Daryl Braithwaite","The Horses","","","yes","12791711","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Fall in Philadelphia","","","yes","4962178","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","I Can't Go for That (No Can Do)","","","yes","569559","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Maneater","","","yes","569561","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Out of Touch","","","yes","11219664","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Private Eyes","","","yes","13165885","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Rich Girl","","","yes","548228","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Rich Girl","","","yes","566101","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","Sara Smile","","","yes","576183","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","She's Gone","","","yes","4288127","",""
"All-Time Hits","Unlockable","Daryl Hall & John Oates","You Make My Dreams (Come True)","","","yes","546004","",""
"All-Time Hits","Unlockable","Daughtry","Waiting for Superman","","","yes","72314176","",""
"All-Time Hits","Unlockable","Dave Matthews Band","Ants Marching","","","yes","426743392","",""
"All-Time Hits","Unlockable","Dave Matthews Band","Crash into Me","","","yes","426740692","",""
"All-Time Hits","Unlockable","David Bowie","""Heroes"" (2017 Remaster)","","","yes","408728172","",""
"All-Time Hits","Unlockable","David Bowie","Heroes (Single Version; 1990 Remaster)","","","yes","3123787","",""
"All-Time Hits","Unlockable","David Bowie","Let's Dance (1999 Remaster)","","","yes","3103847","",""
"All-Time Hits","Unlockable","David Bowie","Let's Dance (2018 Remaster)","","","yes","730342602","",""
"All-Time Hits","Unlockable","David Bowie","Life on Mars? (2015 Remaster)","","","yes","107474522","",""
"All-Time Hits","Unlockable","David Bowie","Modern Love (2018 Remaster)","","","yes","565655082","",""
"All-Time Hits","Unlockable","David Bowie","Rebel Rebel (2016 Remaster)","","","yes","141819823","",""
"All-Time Hits","Unlockable","David Bowie","Sound and Vision (2017 Remaster)","","","yes","461043562","",""
"All-Time Hits","Unlockable","David Bowie","Speed of Life (2017 Remaster)","","","yes","461043532","",""
"All-Time Hits","Unlockable","David Bowie","Starman (2012 Remastered Version)","","","yes","31045661","",""
"All-Time Hits","Unlockable","David Bowie","Young Americans (2016 Remaster)","","","yes","141820041","",""
"All-Time Hits","Unlockable","David Guetta","Love Is Gone (Fred Riester & Joachim Garraud Radio Edit Remix)","","","yes","3107326","",""
"All-Time Hits","Unlockable","David Guetta","Memories (feat. Kid Cudi)","","","yes","5400243","",""
"All-Time Hits","Unlockable","David Jordan","Sun Goes Down","","","yes","884307","",""
"All-Time Hits","Unlockable","Deacon Blue","Dignity","","","yes","3016837","",""
"All-Time Hits","Unlockable","Deacon Blue","Real Gone Kid","","","yes","1037287","",""
"All-Time Hits","Unlockable","Dead Or Alive","You Spin Me Round (Like a Record)","","","yes","610914","",""
"All-Time Hits","Unlockable","Dead Or Alive","You Spin Me Round (Like A Record) (Original 7"" Mix)","","","yes","958021","",""
"All-Time Hits","Unlockable","DeBarge","Rhythm Of The Night","","","yes","75392184","",""
"All-Time Hits","Unlockable","Deee-Lite","Groove Is in the Heart","","","yes","3601752","",""
"All-Time Hits","Unlockable","Deep Blue Something","Breakfast At Tiffany's","","","yes","2315711","",""
"All-Time Hits","Unlockable","Deep Purple","Smoke On The Water","","","yes","3854064","",""
"All-Time Hits","Unlockable","Deep Purple","Soldier of Fortune","","","yes","3150328","",""
"All-Time Hits","Unlockable","Def Leppard","Animal","","","yes","447552802","",""
"All-Time Hits","Unlockable","Def Leppard","Hysteria","","","yes","447552872","",""
"All-Time Hits","Unlockable","Def Leppard","Pour Some Sugar On Me","","","yes","447552822","",""
"All-Time Hits","Unlockable","Def Leppard","Pour Some Sugar On Me (Remastered 2017)","","","yes","447558052","",""
"All-Time Hits","Unlockable","Deichkind","Bon Voyage (feat. Nina)","","","yes","685508","",""
"All-Time Hits","Unlockable","Del Amitri","Roll To Me","","","yes","2528644","",""
"All-Time Hits","Unlockable","Deniece Williams","Let's Hear It for the Boy (From ""Footloose"" Original Soundtrack)","","","yes","10357261","",""
"All-Time Hits","Unlockable","Depeche Mode","Dream On","","","yes","68515207","",""
"All-Time Hits","Unlockable","Depeche Mode","Enjoy the Silence","","","yes","68515055","",""
"All-Time Hits","Unlockable","Depeche Mode","Just Can't Get Enough","","","yes","68511564","",""
"All-Time Hits","Unlockable","Depeche Mode","Never Let Me Down Again","","","yes","136334622","",""
"All-Time Hits","Unlockable","Depeche Mode","People Are People","","","yes","68515278","",""
"All-Time Hits","Unlockable","Depeche Mode","Personal Jesus","","","yes","136331376","",""
"All-Time Hits","Unlockable","Depeche Mode","Policy of Truth","","","yes","136331384","",""
"All-Time Hits","Unlockable","Depeche Mode","Precious","","","yes","3120377","",""
"All-Time Hits","Unlockable","Depeche Mode","Strangelove","","","yes","136334626","",""
"All-Time Hits","Unlockable","Depeche Mode","Wrong","","","yes","136332236","",""
"All-Time Hits","Unlockable","Derek & The Dominos","Layla (40th Anniversary Version / 2010 Remastered)","","","yes","10101864","",""
"All-Time Hits","Unlockable","Des'ree","You Gotta Be","","","yes","12976633","",""
"All-Time Hits","Unlockable","Destiny's Child","Bills, Bills, Bills","","","yes","580889","",""
"All-Time Hits","Unlockable","Destiny's Child","Bootylicious","","","yes","4006939","",""
"All-Time Hits","Unlockable","Destiny's Child","Independent Women, Pt. 1","","","yes","5817088","",""
"All-Time Hits","Unlockable","Destiny's Child","Jumpin', Jumpin'","","","yes","580931","",""
"All-Time Hits","Unlockable","Destiny's Child","Soldier (Radio Edit)","","","yes","15413324","",""
"All-Time Hits","Unlockable","Destiny's Child","Survivor","","","yes","1008337","",""
"All-Time Hits","Unlockable","Devo","Whip It","","","yes","4382923","",""
"All-Time Hits","Unlockable","Dexys Midnight Runners","Come On Eileen","","","yes","4585682","",""
"All-Time Hits","Unlockable","Dexys Midnight Runners","Come On Eileen","","","yes","1115061","",""
"All-Time Hits","Unlockable","Dexys Midnight Runners","Come On Eileen (Single Edit)","","","yes","4255658","",""
"All-Time Hits","Unlockable","Diana Ross","I'm Coming Out","","","yes","1183793","",""
"All-Time Hits","Unlockable","Diana Ross","The Boss","","","yes","1183803","",""
"All-Time Hits","Unlockable","Diana Ross","Upside Down","","","yes","906582","",""
"All-Time Hits","Unlockable","Diddy","I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]","","","yes","2794597","",""
"All-Time Hits","Unlockable","Diddy","I'll Be Missing You (feat. Faith Evans, 112)","","","yes","2794603","",""
"All-Time Hits","Unlockable","Dido","Here With Me","","","yes","962165","",""
"All-Time Hits","Unlockable","Dido","Life for Rent","","","yes","2654328","",""
"All-Time Hits","Unlockable","Dido","Thank You","","","yes","962173","",""
"All-Time Hits","Unlockable","Dido","White Flag","","","yes","2654326","",""
"All-Time Hits","Unlockable","Digital Underground","The Humpty Dance (LP Version)","","","yes","672632","",""
"All-Time Hits","Unlockable","Dire Straits","Brothers In Arms","","","yes","880961","",""
"All-Time Hits","Unlockable","Dire Straits","Money For Nothing","","","yes","2514681","",""
"All-Time Hits","Unlockable","Dire Straits","Sultans Of Swing","","","yes","2263033","",""
"All-Time Hits","Unlockable","Dire Straits","Walk Of Life","","","yes","2514683","",""
"All-Time Hits","Unlockable","Dishwalla","Counting Blue Cars (Tell Me Your Thoughts On God)","","","yes","115706386","",""
"All-Time Hits","Unlockable","Dispatch","Bang Bang","","","yes","92590810","",""
"All-Time Hits","Unlockable","Dispatch","The General","","","yes","92590808","",""
"All-Time Hits","Unlockable","Divinyls","I Touch Myself","","","yes","3152715","",""
"All-Time Hits","Unlockable","Dizzee Rascal","Bonkers","","","yes","15640851","",""
"All-Time Hits","Unlockable","DJ Bobo","What a Feeling","","","yes","917796222","",""
"All-Time Hits","Unlockable","DJ Jazzy Jeff & The Fresh Prince","Summertime","","","yes","831351","",""
"All-Time Hits","Unlockable","DJ Khaled","POPSTAR (feat. Drake)","","YES","no - explicit","1024107672","",""
"All-Time Hits","Unlockable","DMX","Party Up","","YES","no - explicit","429125292","",""
"All-Time Hits","Unlockable","DMX","Party Up (Up In Here)","","","yes","108660086","",""
"All-Time Hits","Unlockable","DMX","X Gon' Give It To Ya","","YES","no - explicit","2251072","",""
"All-Time Hits","Unlockable","DNA","Tom's Diner (7"" Version)","","","yes","549263622","",""
"All-Time Hits","Unlockable","Dog's Eye View","Everything Falls Apart","","","yes","13253011","",""
"All-Time Hits","Unlockable","Doja Cat","Boss Bitch","","YES","no - explicit","856402392","",""
"All-Time Hits","Unlockable","Doja Cat","Say So","","YES","no - explicit","797228462","",""
"All-Time Hits","Unlockable","Dolly Parton","9 to 5","","","yes","499737922","",""
"All-Time Hits","Unlockable","Dolly Parton","Here You Come Again","","","yes","13133053","",""
"All-Time Hits","Unlockable","Dolly Parton","I Will Always Love You","","","yes","-2656347282","",""
"All-Time Hits","Unlockable","Dolly Parton","Jolene","","","yes","5404470","",""
"All-Time Hits","Unlockable","Don Henley","The Boys Of Summer","","","yes","3977905","",""
"All-Time Hits","Unlockable","Don McLean","American Pie","","","yes","3156285","",""
"All-Time Hits","Unlockable","Don Toliver","No Idea","","","yes","685888382","",""
"All-Time Hits","Unlockable","Donna Lewis","I Love You Always Forever","","","yes","846048","",""
"All-Time Hits","Unlockable","Donna Summer","Bad Girls","","","yes","927703","",""
"All-Time Hits","Unlockable","Donna Summer","Hot Stuff","","","yes","927702","",""
"All-Time Hits","Unlockable","Donna Summer","I Feel Love","","","yes","1175274","",""
"All-Time Hits","Unlockable","Dr. Alban","It's My Life","","","yes","1048727","",""
"All-Time Hits","Unlockable","Dr. Dre","Forgot About Dre","","YES","no - explicit","1579480","",""
"All-Time Hits","Unlockable","Dr. Dre","Nuthin' But A ""G"" Thang","","YES","no - explicit","921382112","",""
"All-Time Hits","Unlockable","Dr. Dre","Still D.R.E.","","YES","no - explicit","1579474","",""
"All-Time Hits","Unlockable","Dragonette","Take It Like A Man","","","yes","1141730","",""
"All-Time Hits","Unlockable","Drake","Laugh Now Cry Later","","YES","no - explicit","1050306812","",""
"All-Time Hits","Unlockable","Drake","Toosie Slide","","YES","no - explicit","919708552","",""
