DeezerId,Title,Artist,Album,Source,ProposedSource,Confidence
"62847142","Titanium (feat. Sia)","David Guetta","","","Battleship","low"
"92734438","Uptown Funk (feat. Bruno Mars)","Mark Ronson","","","","no_tie"
"1045832272","Don't Stop Me Now","Queen","","","Bohemian Rhapsody","medium"
"602092492","Shake It Off","Taylor Swift","","","","unknown"
"426703682","Hotel California (2013 Remaster)","Eagles","","","The Big Lebowski","low"
"353398321","Eyes Without A Face","Billy Idol","","","Eyes Without a Face","medium"
"136889434","I Feel It Coming","The Weeknd","","","","no_tie"
"99625792","Chandelier","Sia","","","","no_tie"
"701326562","Happy (From ""Despicable Me 2"")","Pharrell Williams","","","Despicable Me 2","high"
"1352360622","Save Your Tears (Remix)","The Weeknd","","","","no_tie"
"7216935","Just the Way You Are","Bruno Mars","","","","no_tie"
"447098092","Havana (feat. Young Thug)","Camila Cabello","","","","no_tie"
"2373296565","What Was I Made For? (From The Motion Picture ""Barbie"")","Billie Eilish","","","Barbie","high"
"1457025872","Cold Heart (PNAU Remix)","Elton John","","","Rocketman","low"
"16501728","We Are Young (feat. Janelle Monáe)","Fun.","","","The Perks of Being a Wallflower","medium"
"142706538","Something Just Like This","Coldplay","","","The Chainsmokers & Coldplay","no_tie"
"737967292","Cruel Summer","Taylor Swift","","","Cruel Summer","low"
"71645431","Roar","Katy Perry","","","Katy Perry: Part of Me","low"
"135971346","We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth","","","","no_tie"
"116348464","Here Comes The Sun (Remastered 2009)","The Beatles","","","","unknown"
"1522223672","Easy On Me","Adele","","","","unknown"
"76376863","Lay All Your Love On Me","ABBA","","","Mamma Mia","medium"
"698905582","Señorita","Shawn Mendes","","","","no_tie"
"1078779","Hold the Line","Toto","","","","no_tie"
"716513432","We Will Rock You (Remastered 2011)","Queen","","","We Will Rock You","high"
"1976903157","Anti-Hero","Taylor Swift","","","","no_tie"
"63034985","Pompeii","Bastille","","","","no_tie"
"349385251","Attention","Charlie Puth","","","","no_tie"
"116348656","Let It Be (Remastered 2009)","The Beatles","","","Let It Be","high"
"435491472","Don’t Blame Me","Taylor Swift","","","","no_tie"
"602092412","Blank Space","Taylor Swift","","","","no_tie"
"62083052","Feel This Moment (feat. Christina Aguilera)","Pitbull","","","Turbo","medium"
"127354207","All The Small Things","blink-182","","","American Pie","low"
"516351532","High Hopes","Panic! At The Disco","","","","unknown"
"106506516","Can't Feel My Face","The Weeknd","","","","no_tie"
"112662184","Mr. Blue Sky","Electric Light Orchestra","","","Guardians of the Galaxy","medium"
"568116212","The Show Must Go On (2011 Remaster)","Queen","","","Bohemian Rhapsody","medium"
"1557137132","Oh My God","Adele","","","","no_tie"
"14333215","Piano Man","Billy Joel","","","","no_tie"
"133577580","Don't Dream It's Over","Crowded House","","","Dead Poets Society","medium"
"78213551","Love Never Felt So Good","Michael Jackson","","","Xscape","medium"
"100598482","Want to Want Me","Jason Derülo","","","","no_tie"
"105765234","The Sound of Silence","Disturbed","","","The Graduate","low"
"14241633","Stronger (What Doesn't Kill You)","Kelly Clarkson","","","","no_tie"
"115671688","Cheap Thrills","Sia","","","","no_tie"
"716513442","We Are The Champions (Remastered 2011)","Queen","","","","no_tie"
"80274516","My Immortal","Evanescence","","","Daredevil","low"
"14636764","Never Tear Us Apart","INXS","","","The Boys","low"
"13693508","Something In The Way","Nirvana","","","Batman","medium"
"14343282","One","U2","","","Philadelphia","medium"
"88845911","Everybody Wants To Rule The World","Tears For Fears","","","The Breakfast Club","low"
"8146779","Faith (Remastered)","George Michael","","","Faith","medium"
"428612492","Need You Tonight (2017 Remaster)","INXS","","","","no_tie"
"15590338","Pocketful of Sunshine","Natasha Bedingfield","","","Easy A","high"
"92872156","Centuries","Fall Out Boy","","","Big Hero 6","medium"
"98975170","Tennessee Whiskey","Chris Stapleton","","","","no_tie"
"66404487","Come & Get It","Selena Gomez","","","Spring Breakers","medium"
"97786984","My House","Flo Rida","","","","no_tie"
"595112082","Wildest Dreams","Taylor Swift","","","Out of Africa","low"
"15392707","Since U Been Gone","Kelly Clarkson","","","","no_tie"
"75711295","Best Day Of My Life","American Authors","","","The Secret Life of Walter Mitty","medium"
"134533222","Unstoppable","Sia","","","The Secret Life of Pets","low"
"81768004","Fireball (feat. John Ryan)","Pitbull","","","Penguins of Madagascar","medium"
"16501727","Some Nights","Fun.","","","Les Misérables","low"
"14495564","Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","","","Glee","low"
"573659482","Tuyo (Narcos Theme) (A Netflix Original Series Soundtrack)","Rodrigo Amarante","","","Narcos","high"
"94424876","Marvin Gaye (feat. Meghan Trainor)","Charlie Puth","","","","no_tie"
"80274650","My Sacrifice","Creed","","","","no_tie"
"505510312","You Could Be Mine","Guns N' Roses","","","Terminator 2","high"
"145434430","Sweet Caroline","Neil Diamond","","","Good Will Hunting","medium"
"6599483","You Can Call Me Al","Paul Simon","","","","unknown"
"716513532","Who Wants To Live Forever (Remastered 2011)","Queen","","","Highlander","high"
"716513482","I Want It All (Remastered 2011)","Queen","","","Wayne's World","low"
"871672032","We Are Never Ever Getting Back Together","Taylor Swift","","","","no_tie"
"424359162","Visions of Gideon","Sufjan Stevens","","","Call Me by Your Name","high"
"3127630","Alone","Heart","","","","unknown"
"82241402","Smooth (feat. Rob Thomas)","Santana","","","","no_tie"
"66404564","My Songs Know What You Did In The Dark (Light Em Up)","Fall Out Boy","","","The Vampire Diaries","low"
"528330441","Believer","Imagine Dragons","","","","no_tie"
"1761616357","Love Of My Life (Remastered 2011)","Queen","","","Bohemian Rhapsody","low"
"568115912","Crazy Little Thing Called Love (2011 Remaster)","Queen","","","Bohemian Rhapsody","low"
"13100388","Think","The Blues Brothers","","","The Blues Brothers","high"
"109843292","Hand in My Pocket (2015 Remaster)","Alanis Morissette","","","","no_tie"
"350027741","You Should Be Dancing","Bee Gees","","","Saturday Night Fever","high"
"80274464","Higher","Creed","","","Almost Famous","medium"
"100052800","Sugar","Maroon 5","","","","no_tie"
"137727915","Mia & Sebastian’s Theme","Justin Hurwitz","","","La La Land","high"
"623698182","Despacito (Remix)","Luis Fonsi","","","","no_tie"
"3434062861","F1","Hans Zimmer","","","F1","high"
"80273734","Call Me When You're Sober","Evanescence","","","","no_tie"
"447552822","Pour Some Sugar On Me","Def Leppard","","","Rock of Ages","medium"
"82692320","(Don't Fear) The Reaper","Blue Öyster Cult","","","Halloween","medium"
"403699672","Somebody's Watching Me (Single Version)","Rockwell","","","","no_tie"
"109843288","You Oughta Know (2015 Remaster)","Alanis Morissette","","","","no_tie"
"1762553057","I Want To Break Free (Remastered 2011)","Queen","","","","no_tie"
"68094695","Take It Easy (2013 Remaster)","Eagles","","","Eagles: Hell Freezes Over","low"
"538707842","Sledgehammer (2012 Remaster)","Peter Gabriel","","","Sledgehammer","medium"
"82159934","The Joker","Steve Miller Band","","","","no_tie"
"122946174","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk","","","Alice Through The Looking Glass","high"
"495635702","Ashes (from ""Deadpool 2"" Motion Picture Soundtrack)","Céline Dion","","","Deadpool 2","high"
"119872348","End Credits","Alan Silvestri","","","Cast Away","low"
"1998830387","Theme from Glass Onion","Nathan Johnson","","","Glass Onion","high"
"647842202","Light of the Seven","Ramin Djawadi","","","Game of Thrones","high"
"99127212","Going The Distance (From ""Rocky"" Soundtrack / Remastered 2006)","Bill Conti","","","Rocky","high"
"548844302","Gortoz A Ran","Denez Prigent","","","Black Hawk Down","high"
"119437636","Test Drive (From How To Train Your Dragon Music From The Motion Picture)","John Powell","","","How to Train Your Dragon","high"
"2373296535","I'm Just Ken","Ryan Gosling","","","Barbie","high"
"647842362","The Winds of Winter","Ramin Djawadi","","","Game of Thrones","high"
"88725241","The Imitation Game","Alexandre Desplat","","","The Imitation Game","high"
"117729430","Goodbye Brother","Ramin Djawadi","","","Game of Thrones","medium"
"2299751175","Succession - Andante Risoluto","Nicholas Britell","","","Succession","high"
"623727802","Kung Fu Fighting","Cee-Lo","","","Kung Fu Panda","medium"
"1764283657","You’re Where You Belong / Give ‘Em Hell","Harold Faltermeyer","","","Beverly Hills Cop","low"
"6524407","Dream Is Collapsing","Hans Zimmer","","","Inception","high"
"119437644","Romantic Flight (From How To Train Your Dragon Music From The Motion Picture)","John Powell","","","How to Train Your Dragon","high"
"363779021","My Name Is Barbossa","Geoff Zanelli","","","Pirates of the Caribbean","high"
"119437630","Forbidden Friendship","John Powell","","","How to Train Your Dragon","high"
"647826112","A Lannister Always Pays His Debts","Ramin Djawadi","","","Game of Thrones","high"
"2364462375","Manhattan Project","Ludwig Göransson","","","Oppenheimer","high"
"647842192","Blood of My Blood","Ramin Djawadi","","","Game of Thrones","high"
"2364462525","Destroyer Of Worlds","Ludwig Göransson","","","Oppenheimer","high"
"117729500","Winterfell","Ramin Djawadi","","","Game of Thrones","high"
"1503464192","Final Ascent","Hans Zimmer","","","Interstellar","low"
"68335319","Theme from World War Z","The Evolved","","","World War Z","high"
"2364462385","American Prometheus","Ludwig Göransson","","","Oppenheimer","high"
"119437616","This Is Berk","John Powell","","","How to Train Your Dragon","high"
"988981112","The Last of Us Part II","Gustavo Santaolalla","","","The Last of Us","high"
"857747182","Toss A Coin To Your Witcher","Sonya Belousova","","","The Witcher","high"
"12241602","First Class","Henry Jackman","","","X-Men: First Class","high"
"139872165","Main Theme (From ""The Dark Knight Rises"")","Lindsey Stirling","","","The Dark Knight Rises","high"
"1965783167","The Power of Prophecy","Ramin Djawadi","","","Game of Thrones","medium"
"1351855932","Flying With Mother","John Powell","","","How to Train Your Dragon","low"
"2885505722","All Must Choose","Ramin Djawadi","","","Game of Thrones","medium"
"134494866","The Middle of the World","Nicholas Britell","","","Succession","low"
"2364462535","Oppenheimer","Ludwig Göransson","","","Oppenheimer","high"
"2670920802","Worm Ride","Hans Zimmer","","","Dune","high"
"24307651","This Land","Hans Zimmer","","","The Lion King","high"
"1351855982","Stoick's Ship","John Powell","","","How to Train Your Dragon","high"
"126371457","Now You See Me 2 Main Titles","Brian Tyler","","","Now You See Me 2","high"
"66608549","Iron Man 3","Brian Tyler","","","Iron Man 3","high"
"647841602","Brothers In Arms","Junkie XL","","","Mad Max Fury Road","medium"
"2338649085","The Legend of Ashitaka (from 'Princess Mononoke')","Joe Hisaishi","","","Princess Mononoke","high"
"1198104702","Indiana Jones Theme","Hollywood Studio Orchestra","","","Raiders of the Lost Ark","high"
"647842242","My Watch Has Ended","Ramin Djawadi","","","Game of Thrones","high"
"142745594","Main Title Terminator 2 Theme (Remastered 2017)","Brad Fiedel","","","Terminator 2","high"
"6524412","Mombasa","Hans Zimmer","","","Inception","high"
"117729434","The King's Arrival","Ramin Djawadi","","","Game of Thrones","medium"
"193402381","Episode IV - Cantina Band","John Williams","","","Star Wars","high"
"709612582","Remember","Hans Zimmer","","","Pirates of the Caribbean","low"
"2142084407","Robin Hood: Prince of Thieves","Cinematic Symphony Orchestra","","","Robin Hood: Prince of Thieves","high"
"958673","Journey to the Line (From ""The Thin Red Line"" Soundtrack)","Hans Zimmer","","","The Thin Red Line","high"
"119437634","See You Tomorrow","John Powell","","","How to Train Your Dragon","medium"
"119437632","New Tail","John Powell","","","How to Train Your Dragon","medium"
"117726006","Oogway's Legacy","Hans Zimmer","","","Kung Fu Panda","high"
"443552742","House of Woodcock","Jonny Greenwood","","","Phantom Thread","high"
"12241621","Magneto","Henry Jackman","","","X-Men: First Class","high"
"2069246367","Happiness Is Simple","Simon Franglen","","","Avatar","low"
"2593024102","James Bond Theme","Monty Norman","","","Dr. No","high"
"823113522","1917 (From ""1917"" Soundtrack)","Thomas Newman","","","1917","high"
"57428311","Hand Covers Bruise","Trent Reznor and Atticus Ross","","","The Social Network","high"
"6524411","528491","Hans Zimmer","","","Inception","medium"
"119437642","Astrid Goes For A Spin","John Powell","","","How to Train Your Dragon","medium"
"669424122","Main on End","Alan Silvestri","","","Forrest Gump","medium"
"105863724","Main Title","John Paesano","","","The Maze Runner","medium"
"57428321","In Motion","Trent Reznor and Atticus Ross","","","The Social Network","high"
"118586208","Opening Travel Music","David Newman","","","Matilda","low"
"426966262","Hello Zepp + Overture","Charlie Clouser","","","Saw","high"
"117726012","The Arrival of Kai","Hans Zimmer","","","Kung Fu Panda 3","medium"
"118583960","Night At The Museum","Alan Silvestri","","","Night at the Museum","high"
"527863471","Should You Choose to Accept...","Lorne Balfe","","","Mission: Impossible","high"
"117728308","Story Of Wick","Tyler Bates","","","John Wick","high"
"1351855852","Together We Map The World","John Powell","","","How To Train Your Dragon","low"
"698311922","Far From Home Suite Home (from ""Spider-Man: Far From Home"" Soundtrack)","Michael Giacchino","","","Spider-Man: Far From Home","high"
"119437640","This Time For Sure","John Powell","","","How to Train Your Dragon","low"
"6524408","Radical Notion","Hans Zimmer","","","Batman v Superman","medium"
"138166345","The Imperial Suite","Michael Giacchino","","","Star Wars","medium"
"462106672","Wakanda","Ludwig Göransson","","","Black Panther","high"
"6524416","Dream Within a Dream","Hans Zimmer","","","Inception","high"
"3086351781","The Rock Suite","Hans Zimmer","","","The Rock","high"
"784001862","Ballade in C# Minor: Coronation","Nicholas Britell","","","Succession","high"
"117726030","Po Belongs","Hans Zimmer","","","Kung Fu Panda","high"
"3086351751","Man of Steel: What Are You Going to Do When You Are Not Saving The World?","Hans Zimmer","","","Man of Steel","high"
"6524409","Old Souls","Hans Zimmer","","","Interstellar","medium"
"71705261","Thor: The Dark World (From ""Thor: The Dark World""/Score)","Brian Tyler","","","Thor: The Dark World","high"
"79266197","Bemidji, MN (Fargo Series Main Theme)","Jeff Russo","","","Fargo","high"
"135376138","Praying","Rupert Gregson-Williams","","","Wonder Woman","medium"
"119437664","The Vikings Have Their Tea","John Powell","","","How to Train Your Dragon","high"
"462106722","Killmonger","Ludwig Göransson","","","Black Panther","high"
"1869679097","Theme from Black Sails","Bear McCreary","","","Black Sails","high"
"119437626","The Dragon Book","John Powell","","","How to Train Your Dragon","high"
"1470227982","Main Title","Siddhartha Khosla","","","This Is Us","low"
"1110338542","Take It, It's Yours","Carlos Rafael Rivera","","","The Queen's Gambit","medium"
"417366692","Thor: Ragnarok","Mark Mothersbaugh","","","Thor: Ragnarok","high"
"119871686","The Bourne Identity Main Title","John Powell","","","The Bourne Identity","high"
"138166343","Jyn Erso & Hope Suite","Michael Giacchino","","","Rogue One","high"
"57428351","Intriguing Possibilities","Trent Reznor and Atticus Ross","","","The Social Network","high"
"86334661","What Have We Done to Each Other?","Trent Reznor and Atticus Ross","","","Gone Girl","high"
"119437652","Ready The Ships","John Powell","","","How to Train Your Dragon","high"
"1729061457","Impromptu No. 2 for Piano and Orchestra","Nicholas Britell","","","Succession","medium"
"413733012","Sapper's Tree","Hans Zimmer","","","Blade Runner 2049","high"
"413733102","Someone Lived This","Hans Zimmer","","","The Holiday","low"
"119871440","Main Title / Trinity Infinity (From ""The Matrix"")","Don Davis","","","The Matrix","high"
"2674697152","Journey","Hans Zimmer","","","The Lion King","low"
"413733062","Memory","Hans Zimmer","","","The Holiday","low"
"561894232","I'll Never Love Again (Film Version - Radio Edit)","Lady Gaga","","","A Star Is Born","high"
"84165189","Lone Survivor","Steve Jablonsky","","","Lone Survivor","high"
"440475822","The Battle of Crait","John Williams","","","Star Wars: The Last Jedi","high"
"193402311","Episode IV - Imperial Attack","John Williams","","","Star Wars","high"
"130871170","Kids","Kyle Dixon & Michael Stein","","","Stranger Things","high"
"130871168","Stranger Things","Kyle Dixon & Michael Stein","","","Stranger Things","high"
"416643382","Eulogy","Kyle Dixon & Michael Stein","","","Stranger Things","high"
"69838319","Breaking Bad Main Title Theme (Extended)","Dave Porter","","","Breaking Bad","high"
"100598482","Want to Want Me","Jason Derülo","","","","no_tie"
